province;red;green;blue;x;x
3291;219;23;125;RNW;
3292;219;23;155;RNW;
3293;100;13;153;RNW;
3294;219;32;72;RNW;
3295;219;32;14;RNW;
3296;100;10;166;RNW;
3297;100;11;198;RNW;
3298;100;13;156;RNW;
3299;100;12;110;RNW;
3300;207;110;67;RNW;
3301;219;23;131;RNW;
3302;207;110;33;RNW;
3303;207;110;76;RNW;
3304;219;23;188;RNW;
3305;100;10;157;RNW;
3306;100;12;193;RNW;
3307;225;25;192;RNW;
3308;225;25;209;RNW;
3309;219;32;106;RNW;
3310;100;12;102;RNW;
3311;219;23;167;RNW;
3312;207;110;250;RNW;
3313;100;10;122;RNW;
3314;219;32;3;RNW;
3315;219;32;34;RNW;
3316;100;10;185;RNW;
3317;100;10;144;RNW;
3318;100;11;119;RNW;
3319;100;10;175;RNW;
3320;100;11;126;RNW;
3321;100;10;142;RNW;
3322;219;32;60;RNW;
3323;219;32;213;RNW;
3324;100;14;108;RNW;
3325;225;25;189;RNW;
3326;207;110;49;RNW;
3327;100;12;123;RNW;
3328;219;32;202;RNW;
3329;219;23;126;RNW;
3330;100;12;166;RNW;
3331;219;23;205;RNW;
3332;100;10;192;RNW;
3333;100;10;164;RNW;
3334;219;32;130;RNW;
3335;100;10;196;RNW;
3336;207;110;99;RNW;
3337;100;11;189;RNW;
3338;225;25;186;RNW;
3339;219;23;149;RNW;
3340;225;25;200;RNW;
3341;207;110;98;RNW;
3342;219;32;229;RNW;
3343;219;32;215;RNW;
3344;100;12;101;RNW;
3345;100;11;145;RNW;
3346;100;11;107;RNW;
3347;207;110;123;RNW;
3348;207;110;109;RNW;
3349;219;32;139;RNW;
3350;225;25;207;RNW;
3351;219;23;178;RNW;
3352;207;110;97;RNW;
3353;219;23;183;RNW;
3354;219;32;158;RNW;
3355;219;32;161;RNW;
3356;100;10;182;RNW;
3357;207;110;103;RNW;
3358;219;32;191;RNW;
3359;100;12;195;RNW;
3360;100;10;145;RNW;
3361;207;110;62;RNW;
3362;100;11;187;RNW;
3363;219;32;169;RNW;
3364;219;32;98;RNW;
3365;219;32;25;RNW;
3366;219;32;154;RNW;
3367;225;25;161;RNW;
3368;100;14;116;RNW;
3369;219;32;13;RNW;
3370;207;110;232;RNW;
3371;219;32;78;RNW;
3372;219;32;204;RNW;
3373;219;32;222;RNW;
3374;207;110;235;RNW;
3375;219;32;183;RNW;
3376;100;13;198;RNW;
3377;100;13;106;RNW;
3378;100;13;171;RNW;
3379;219;32;194;RNW;
3380;219;32;101;RNW;
3381;100;14;101;RNW;
3382;219;32;190;RNW;
3383;207;140;131;RNW;
3384;100;13;124;RNW;
3385;219;23;163;RNW;
3386;100;13;180;RNW;
3387;100;10;160;RNW;
3388;219;32;126;RNW;
3389;219;32;20;RNW;
3390;219;32;49;RNW;
3391;219;32;219;RNW;
3392;100;14;109;RNW;
3393;219;32;206;RNW;
3394;219;32;31;RNW;
3395;219;23;199;RNW;
3396;100;12;116;RNW;
3397;100;13;123;RNW;
3398;100;14;107;RNW;
3399;100;10;184;RNW;
3400;100;13;173;RNW;
3401;219;32;52;RNW;
3402;100;10;198;RNW;
3403;219;32;121;RNW;
3404;207;110;80;RNW;
3405;219;23;160;RNW;
3406;207;140;137;RNW;
3407;225;25;185;RNW;
3408;219;32;166;RNW;
3409;207;110;108;RNW;
3410;100;13;157;RNW;
3411;100;10;183;RNW;
3412;219;32;227;RNW;
3413;219;32;148;RNW;
3414;100;12;142;RNW;
3415;219;32;59;RNW;
3416;219;32;30;RNW;
3417;219;32;159;RNW;
3418;219;32;142;RNW;
3419;100;13;122;RNW;
3420;100;13;160;RNW;
3421;219;32;58;RNW;
3422;207;110;100;RNW;
3423;100;11;166;RNW;
3424;219;32;44;RNW;
3425;219;24;232;RNW;
3426;100;11;171;RNW;
3427;219;32;210;RNW;
3428;219;23;197;RNW;
3429;100;11;104;RNW;
3430;219;32;103;RNW;
3431;219;23;159;RNW;
3432;207;140;135;RNW;
3433;207;110;96;RNW;
3434;219;24;211;RNW;
3435;100;13;134;RNW;
3436;100;13;121;RNW;
3437;225;25;193;RNW;
3438;207;110;68;RNW;
3439;100;13;182;RNW;
3440;219;24;216;RNW;
3441;225;25;169;RNW;
3442;100;13;117;RNW;
3443;219;32;76;RNW;
3444;207;110;92;RNW;
3445;219;32;156;RNW;
3446;100;11;138;RNW;
3447;100;13;186;RNW;
3448;100;11;120;RNW;
3449;225;25;160;RNW;
3450;225;25;153;RNW;
3451;219;23;184;RNW;
3452;219;23;135;RNW;
3453;100;10;149;RNW;
3454;100;11;168;RNW;
3455;219;32;53;RNW;
3456;207;110;127;RNW;
3457;100;11;116;RNW;
3458;219;23;156;RNW;
3459;100;14;110;RNW;
3460;219;32;184;RNW;
3461;219;32;56;RNW;
3462;100;13;190;RNW;
3463;100;13;174;RNW;
3464;219;32;81;RNW;
3465;219;24;239;RNW;
3466;219;23;173;RNW;
3467;219;32;135;RNW;
3468;100;11;136;RNW;
3469;100;14;119;RNW;
3470;225;25;206;RNW;
3471;207;110;95;RNW;
3472;219;32;149;RNW;
3473;100;12;126;RNW;
3474;100;13;185;RNW;
3475;100;12;150;RNW;
3476;207;110;87;RNW;
3477;207;110;240;RNW;
3478;100;14;112;RNW;
3479;219;32;207;RNW;
3480;100;11;147;RNW;
3481;207;110;234;RNW;
3482;100;13;165;RNW;
3483;100;11;123;RNW;
3484;219;23;181;RNW;
3485;219;32;79;RNW;
3486;219;32;167;RNW;
3487;100;12;114;RNW;
3488;219;32;114;RNW;
3489;100;11;112;RNW;
3490;225;25;166;RNW;
3491;207;110;118;RNW;
3492;219;24;241;RNW;
3493;225;25;195;RNW;
3494;100;12;173;RNW;
3495;219;23;150;RNW;
3496;207;110;90;RNW;
3497;219;32;95;RNW;
3498;100;10;158;RNW;
3499;100;11;160;RNW;
3500;100;13;188;RNW;
3501;207;110;42;RNW;
3502;219;24;214;RNW;
3503;219;23;200;RNW;
3504;219;32;209;RNW;
3505;100;10;148;RNW;
3506;100;13;149;RNW;
3507;100;10;151;RNW;
3508;100;11;199;RNW;
3509;219;32;57;RNW;
3510;100;11;127;RNW;
3511;100;13;187;RNW;
3512;207;110;249;RNW;
3513;207;110;107;RNW;
3514;207;110;65;RNW;
3515;100;12;146;RNW;
3516;219;32;32;RNW;
3517;219;24;220;RNW;
3518;100;11;135;RNW;
3519;219;32;22;RNW;
3520;100;12;132;RNW;
3521;100;10;173;RNW;
3522;219;32;88;RNW;
3523;100;13;119;RNW;
3524;219;32;205;RNW;
3525;100;13;133;RNW;
3526;100;13;176;RNW;
3527;225;25;177;RNW;
3528;219;32;17;RNW;
3529;100;13;108;RNW;
3530;219;32;208;RNW;
3531;219;32;77;RNW;
3532;100;11;131;RNW;
3533;100;12;127;RNW;
3534;100;11;156;RNW;
3535;219;23;187;RNW;
3536;100;14;115;RNW;
3537;219;32;5;RNW;
3538;100;13;128;RNW;
3539;219;23;189;RNW;
3540;207;110;18;RNW;
3541;219;32;70;RNW;
3542;100;13;197;RNW;
3543;219;23;157;RNW;
3544;225;25;218;RNW;
3545;219;32;40;RNW;
3546;100;13;110;RNW;
3547;207;110;106;RNW;
3548;100;12;117;RNW;
3549;219;32;94;RNW;
3550;100;11;108;RNW;
3551;219;32;35;RNW;
3552;100;10;146;RNW;
3553;100;12;189;RNW;
3554;100;13;189;RNW;
3555;100;10;125;RNW;
3556;219;32;128;RNW;
3557;100;11;185;RNW;
3558;207;110;121;RNW;
3559;100;10;153;RNW;
3560;207;110;28;RNW;
3561;207;140;133;RNW;
3562;100;14;104;RNW;
3563;100;11;161;RNW;
3564;219;23;138;RNW;
3565;207;110;72;RNW;
3566;207;110;126;RNW;
3567;100;12;155;RNW;
3568;219;23;195;RNW;
3569;219;32;62;RNW;
3570;100;13;129;RNW;
3571;219;23;168;RNW;
3572;225;25;211;RNW;
3573;100;13;164;RNW;
3574;100;14;105;RNW;
3575;219;24;212;RNW;
3576;225;25;203;RNW;
3577;219;23;141;RNW;
3578;100;10;126;RNW;
3579;219;23;171;RNW;
3580;219;23;148;RNW;
3581;207;110;237;RNW;
3582;219;32;8;RNW;
3583;219;24;224;RNW;
3584;100;10;188;RNW;
3585;207;110;32;RNW;
3586;219;32;100;RNW;
3587;100;12;141;RNW;
3588;100;11;129;RNW;
3589;100;11;182;RNW;
3590;100;13;194;RNW;
3591;100;12;124;RNW;
3592;100;12;180;RNW;
3593;100;10;133;RNW;
3594;100;12;108;RNW;
3595;100;11;118;RNW;
3596;219;32;93;RNW;
3597;219;32;176;RNW;
3598;100;13;152;RNW;
3599;219;24;209;RNW;
3600;219;24;219;RNW;
3601;219;24;246;RNW;
3602;100;13;130;RNW;
3603;219;23;123;RNW;
3604;219;32;11;RNW;
3605;207;110;79;RNW;
3606;219;32;223;RNW;
3607;207;110;125;RNW;
3608;219;32;196;RNW;
3609;219;23;136;RNW;
3610;207;110;93;RNW;
3611;100;14;117;RNW;
3612;219;32;19;RNW;
3613;100;10;190;RNW;
3614;207;110;44;RNW;
3615;219;32;38;RNW;
3616;219;24;229;RNW;
3617;207;110;63;RNW;
3618;100;10;161;RNW;
3619;100;12;190;RNW;
3620;100;10;174;RNW;
3621;219;32;120;RNW;
3622;219;23;175;RNW;
3623;100;12;128;RNW;
3624;219;23;192;RNW;
3625;207;110;243;RNW;
3626;225;25;183;RNW;
3627;219;23;128;RNW;
3628;219;23;201;RNW;
3629;100;12;185;RNW;
3630;100;10;152;RNW;
3631;225;25;217;RNW;
3632;100;12;130;RNW;
3633;100;12;100;RNW;
3634;219;24;223;RNW;
3635;100;13;136;RNW;
3636;207;140;130;RNW;
3637;219;24;249;RNW;
3638;100;14;118;RNW;
3639;100;12;138;RNW;
3640;225;25;176;RNW;
3641;100;10;194;RNW;
3642;100;13;116;RNW;
3643;100;13;177;RNW;
3644;100;11;163;RNW;
3645;207;110;59;RNW;
3646;100;12;131;RNW;
3647;219;32;74;RNW;
3648;100;11;167;RNW;
3649;219;23;190;RNW;
3650;100;12;122;RNW;
3651;219;23;166;RNW;
3652;219;32;122;RNW;
3653;225;25;164;RNW;
3654;100;10;121;RNW;
3655;100;10;138;RNW;
3656;219;32;89;RNW;
3657;225;25;155;RNW;
3658;219;24;226;RNW;
3659;207;110;75;RNW;
3660;100;13;125;RNW;
3661;100;12;133;RNW;
3662;100;12;115;RNW;
3663;100;10;187;RNW;
3664;225;25;171;RNW;
3665;100;13;193;RNW;
3666;219;23;152;RNW;
3667;100;13;181;RNW;
3668;219;24;210;RNW;
3669;207;110;236;RNW;
3670;219;23;127;RNW;
3671;100;13;109;RNW;
3672;100;12;194;RNW;
3673;100;13;131;RNW;
3674;219;24;240;RNW;
3675;100;14;114;RNW;
3676;219;23;122;RNW;
3677;100;13;178;RNW;
3678;219;32;129;RNW;
3679;100;11;151;RNW;
3680;219;32;123;RNW;
3681;207;110;78;RNW;
3682;207;110;242;RNW;
3683;100;13;127;RNW;
3684;219;32;221;RNW;
3685;219;23;180;RNW;
3686;100;10;179;RNW;
3687;100;10;165;RNW;
3688;225;25;178;RNW;
3689;100;12;172;RNW;
3690;100;12;165;RNW;
3691;207;110;238;RNW;
3692;100;11;183;RNW;
3693;100;12;140;RNW;
3694;225;25;156;RNW;
3695;207;110;104;RNW;
3696;100;13;162;RNW;
3697;219;32;96;RNW;
3698;100;10;195;RNW;
3699;100;11;122;RNW;
3700;100;11;154;RNW;
3701;207;110;113;RNW;
3702;100;12;156;RNW;
3703;100;10;150;RNW;
3704;207;110;124;RNW;
3705;207;110;246;RNW;
3706;219;32;151;RNW;
3707;219;32;55;RNW;
3708;100;11;191;RNW;
3709;100;11;153;RNW;
3710;219;32;28;RNW;
3711;100;12;112;RNW;
3712;225;25;168;RNW;
3713;219;24;244;RNW;
3714;219;23;132;RNW;
3715;100;12;177;RNW;
3716;219;24;238;RNW;
3717;225;25;157;RNW;
3718;219;24;215;RNW;
3719;207;110;77;RNW;
3720;100;11;193;RNW;
3721;100;14;113;RNW;
3722;219;23;151;RNW;
3723;207;110;66;RNW;
3724;207;110;56;RNW;
3725;100;14;120;RNW;
3726;100;10;135;RNW;
3727;100;12;143;RNW;
3728;219;23;137;RNW;
3729;207;110;58;RNW;
3730;100;13;139;RNW;
3731;100;11;177;RNW;
3732;219;23;193;RNW;
3733;207;110;91;RNW;
3734;100;12;162;RNW;
3735;100;11;143;RNW;
3736;219;32;68;RNW;
3737;100;10;128;RNW;
3738;219;24;222;RNW;
3739;207;110;231;RNW;
3740;219;32;4;RNW;
3741;100;11;172;RNW;
3742;219;32;92;RNW;
3743;100;11;130;RNW;
3744;100;10;162;RNW;
3745;219;32;66;RNW;
3746;207;110;36;RNW;
3747;207;110;74;RNW;
3748;100;10;129;RNW;
3749;100;11;102;RNW;
3750;219;32;1;RNW;
3751;100;12;163;RNW;
3752;219;24;245;RNW;
3753;207;110;245;RNW;
3754;219;32;112;RNW;
3755;219;32;36;RNW;
3756;100;12;144;RNW;
3757;219;32;136;RNW;
3758;225;25;210;RNW;
3759;219;32;64;RNW;
3760;100;13;154;RNW;
3761;219;32;119;RNW;
3762;100;11;196;RNW;
3763;100;11;180;RNW;
3764;219;32;131;RNW;
3765;100;13;179;RNW;
3766;100;11;165;RNW;
3767;100;13;199;RNW;
3768;219;32;69;RNW;
3769;100;12;160;RNW;
3770;219;23;204;RNW;
3771;219;32;109;RNW;
3772;100;12;174;RNW;
3773;100;10;177;RNW;
3774;219;32;168;RNW;
3775;100;13;191;RNW;
3776;207;110;110;RNW;
3777;219;32;87;RNW;
3778;219;23;203;RNW;
3779;219;32;124;RNW;
3780;219;32;189;RNW;
3781;100;11;142;RNW;
3782;219;32;61;RNW;
3783;219;24;213;RNW;
3784;225;25;165;RNW;
3785;219;23;191;RNW;
3786;100;11;149;RNW;
3787;100;12;187;RNW;
3788;219;23;198;RNW;
3789;219;32;178;RNW;
3790;100;12;121;RNW;
3791;100;11;137;RNW;
3792;225;25;172;RNW;
3793;100;12;135;RNW;
3794;100;11;128;RNW;
3795;100;12;118;RNW;
3796;219;23;176;RNW;
3797;100;11;169;RNW;
3798;100;14;106;RNW;
3799;100;10;139;RNW;
3800;219;32;6;RNW;
3801;100;12;181;RNW;
3802;219;32;90;RNW;
3803;207;110;22;RNW;
3804;219;32;104;RNW;
3805;219;32;7;RNW;
3806;219;32;51;RNW;
3807;100;12;157;RNW;
3808;100;11;106;RNW;
3809;100;11;184;RNW;
3810;100;13;111;RNW;
3811;225;25;194;RNW;
3812;100;12;139;RNW;
3813;219;23;186;RNW;
3814;219;23;207;RNW;
3815;207;110;11;RNW;
3816;207;110;128;RNW;
3817;100;13;196;RNW;
3818;219;32;155;RNW;
3819;207;110;37;RNW;
3820;100;11;114;RNW;
3821;100;12;136;RNW;
3822;207;110;117;RNW;
3823;225;25;154;RNW;
3824;207;110;64;RNW;
3825;100;12;148;RNW;
3826;207;110;112;RNW;
3827;100;13;195;RNW;
3828;100;10;123;RNW;
3829;100;10;197;RNW;
3830;219;23;202;RNW;
3831;100;11;113;RNW;
3832;219;32;228;RNW;
3833;225;25;152;RNW;
3834;219;32;188;RNW;
3835;207;110;23;RNW;
3836;100;12;137;RNW;
3837;100;12;105;RNW;
3838;100;13;100;RNW;
3839;219;24;221;RNW;
3840;207;110;84;RNW;
3841;225;25;188;RNW;
3842;100;12;129;RNW;
3843;207;110;71;RNW;
3844;207;110;120;RNW;
3845;219;32;165;RNW;
3846;219;23;144;RNW;
3847;100;10;136;RNW;
3848;100;10;159;RNW;
3849;100;10;147;RNW;
3850;225;25;213;RNW;
3851;219;32;9;RNW;
3852;219;23;194;RNW;
3853;100;10;170;RNW;
3854;207;110;53;RNW;
3855;100;10;193;RNW;
3856;219;32;214;RNW;
3857;219;32;107;RNW;
3858;100;12;109;RNW;
3859;100;13;151;RNW;
3860;219;32;185;RNW;
3861;225;25;202;RNW;
3862;100;11;125;RNW;
3863;100;13;132;RNW;
3864;100;12;113;RNW;
3865;207;110;88;RNW;
3866;100;12;183;RNW;
3867;100;12;104;RNW;
3868;207;110;86;RNW;
3869;207;110;70;RNW;
3870;100;12;168;RNW;
3871;219;32;186;RNW;
3872;100;12;154;RNW;
3873;100;12;125;RNW;
3874;207;110;13;RNW;
3875;219;24;218;RNW;
3876;219;23;139;RNW;
3877;207;110;25;RNW;
3878;207;110;38;RNW;
3879;219;23;120;RNW;
3880;207;110;248;RNW;
3881;219;32;110;RNW;
3882;100;10;186;RNW;
3883;100;13;112;RNW;
3884;207;110;111;RNW;
3885;219;32;179;RNW;
3886;100;13;166;RNW;
3887;207;110;34;RNW;
3888;219;32;24;RNW;
3889;219;23;165;RNW;
3890;207;110;114;RNW;
3891;219;24;243;RNW;
3892;219;32;199;RNW;
3893;219;32;83;RNW;
3894;100;11;133;RNW;
3895;219;32;47;RNW;
3896;219;32;197;RNW;
3897;225;25;201;RNW;
3898;207;110;129;RNW;
3899;100;13;141;RNW;
3900;100;12;170;RNW;
3901;100;13;163;RNW;
3902;219;32;144;RNW;
3903;100;13;101;RNW;
3904;100;12;192;RNW;
3905;207;140;136;RNW;
3906;100;11;144;RNW;
3907;100;10;172;RNW;
3908;219;32;23;RNW;
3909;219;32;180;RNW;
3910;219;32;160;RNW;
3911;219;32;113;RNW;
3912;219;32;133;RNW;
3913;225;25;214;RNW;
3914;219;23;182;RNW;
3915;219;32;200;RNW;
3916;100;13;175;RNW;
3917;100;11;140;RNW;
3918;100;13;192;RNW;
3919;100;12;197;RNW;
3920;225;25;204;RNW;
3921;100;10;154;RNW;
3922;100;11;148;RNW;
3923;207;110;19;RNW;
3924;225;25;187;RNW;
3925;100;10;191;RNW;
3926;219;32;181;RNW;
3927;100;13;158;RNW;
3928;100;12;153;RNW;
3929;207;110;16;RNW;
3930;219;24;235;RNW;
3931;207;140;132;RNW;
3932;219;32;18;RNW;
3933;100;12;198;RNW;
3934;207;110;30;RNW;
3935;219;32;54;RNW;
3936;219;23;162;RNW;
3937;100;12;167;RNW;
3938;207;110;40;RNW;
3939;219;23;133;RNW;
3940;100;10;180;RNW;
3941;225;25;191;RNW;
3942;100;14;103;RNW;
3943;100;12;149;RNW;
3944;219;32;29;RNW;
3945;225;25;219;RNW;
3946;219;23;143;RNW;
3947;219;24;242;RNW;
3948;219;32;117;RNW;
3949;219;32;173;RNW;
3950;219;32;97;RNW;
3951;207;110;85;RNW;
3952;100;13;159;RNW;
3953;100;10;127;RNW;
3954;219;24;230;RNW;
3955;219;32;127;RNW;
3956;100;13;146;RNW;
3957;100;11;150;RNW;
3958;219;32;193;RNW;
3959;219;32;48;RNW;
3960;100;11;194;RNW;
3961;219;32;192;RNW;
3962;100;12;179;RNW;
3963;207;110;122;RNW;
3964;100;10;176;RNW;
3965;219;32;115;RNW;
3966;100;12;145;RNW;
3967;100;12;176;RNW;
3968;100;11;197;RNW;
3969;100;13;140;RNW;
3970;225;25;151;RNW;
3971;219;32;46;RNW;
3972;207;110;247;RNW;
3973;100;13;142;RNW;
3974;219;32;182;RNW;
3975;219;23;174;RNW;
3976;219;32;33;RNW;
3977;207;110;43;RNW;
3978;207;110;57;RNW;
3979;207;110;105;RNW;
3980;100;13;144;RNW;
3981;219;32;111;RNW;
3982;100;10;169;RNW;
3983;225;25;175;RNW;
3984;100;13;169;RNW;
3985;100;10;124;RNW;
3986;100;11;110;RNW;
3987;219;32;164;RNW;
3988;207;110;61;RNW;
3989;100;13;172;RNW;
3990;100;12;161;RNW;
3991;100;11;111;RNW;
3992;100;11;186;RNW;
3993;219;32;157;RNW;
3994;100;13;135;RNW;
3995;225;25;181;RNW;
3996;207;110;101;RNW;
3997;219;32;143;RNW;
3998;100;11;176;RNW;
3999;100;11;115;RNW;
4000;100;13;102;RNW;
4001;207;110;50;RNW;
4002;225;25;198;RNW;
4003;219;32;146;RNW;
4004;100;12;147;RNW;
4005;100;10;130;RNW;
4006;100;11;175;RNW;
4007;225;25;184;RNW;
4008;207;110;45;RNW;
4009;207;110;24;RNW;
4010;100;11;146;RNW;
4011;219;32;116;RNW;
4012;219;32;153;RNW;
4013;100;13;143;RNW;
4014;219;32;65;RNW;
4015;225;25;179;RNW;
4016;100;11;152;RNW;
4017;100;12;164;RNW;
4018;100;13;114;RNW;
4019;219;23;130;RNW;
4020;96;104;32;Comores;x
4021;130;77;20;Antankarana;
4022;51;212;32;Boina;x
4023;10;47;10;Tsimhety;
4024;50;107;50;Maroantsetra;
4025;150;17;100;Toamasina;x
4026;90;167;100;Antemoro;
4027;170;137;70;Betsileo;
4028;30;197;70;Toliara;x
4029;30;17;130;Antaifasy;
4030;70;47;110;Fianarantsoa;x
4031;110;17;140;Antsalova;
4032;210;197;110;Fiherana;
4033;70;197;70;Al Qadirif;
4034;170;47;20;Mukua;
4035;210;107;70;Ndingo;
4036;30;137;100;Wayao;
4037;220;42;79;Niassa;x
4038;110;47;120;Chewa;x
4039;50;17;10;Lunda;
4040;74;56;32;Malawi;x
4041;110;47;10;Kinga;
4042;190;17;140;Makonde;
4043;70;197;130;Phangwa;
4044;130;107;50;Ngonde;
4045;50;137;70;Tunsika;
4046;10;167;130;Lala;
4047;130;197;140;Nsenga;
4048;90;77;50;Lomwe;
4049;150;167;110;Ibo;
4050;203;58;79;Zambia;x
4051;90;107;10;Ewaso Ngiro;
4052;210;137;20;Dawa;
4053;50;47;130;Turkana;
4054;109;156;126;Nyanza;x
4055;140;47;120;Kilimanjaro;x
4056;52;120;32;Tabora;x
4057;150;77;10;Nyatura;
4058;120;17;80;Dodoma;x
4059;70;107;20;Shaga;
4060;170;77;140;Kikuyu;
4061;100;197;40;Mwanza;x
4062;130;17;110;Basoga;
4063;30;47;140;Karoowe;
4064;93;56;32;Uganda;x
4065;110;167;70;Bunyoro;
4066;190;137;50;Toro;
4067;221;54;173;Rwanda;x
4068;30;17;20;Bafuriru;
4069;210;17;130;Bushubi;
4070;92;52;126;Burundi;x
4071;90;197;110;Boyogoma;
4072;179;118;173;Ujiji;x
4073;92;44;126;Mbeya;x
4074;237;34;79;Acholiland;x
4075;10;197;100;Lango;
4076;170;167;100;Muhambwe;
4077;10;77;20;Rukwa;
4078;30;137;20;Nyanga;
4079;210;107;150;Mbamba;x
4080;90;77;140;Mbamba;
4081;224;102;173;Bandundu;x
4082;90;47;100;Middle Kasanje;
4083;170;17;70;North Kasanje;
4084;210;77;110;South Kasanje;
4085;30;137;0;Mbata;x
4086;150;137;140;Bulungu;
4087;30;107;130;Kwenge;
4088;96;100;126;Kasai;x
4089;70;167;10;Kuba;
4090;240;197;120;Kasai Oriental;x
4091;190;197;20;North Lunda;
4092;110;17;50;East Lunda;
4093;80;167;0;Lunda;x
4094;219;38;173;Moxico;x
4095;10;47;70;Ishindi;
4096;50;107;110;Kalundwe;
4097;170;137;130;Luba;
4098;130;77;100;Pemba;
4099;240;47;40;Kalemie;x
4100;70;77;70;Luapala;
4101;92;48;32;Katanga;x
4102;60;137;160;Luapula;x
4103;190;107;100;Tabwa;
4104;234;110;173;Ndola;x
4105;90;167;140;Kusu;
4106;110;137;110;Lenje;
4107;20;77;80;Kolwezi;x
4108;40;107;120;Solwezi;x
4109;210;197;10;Lega;
4110;110;107;100;Sutherland;
4111;130;167;130;Saintonge;
4112;50;197;140;Cahors;
4113;255;3;160;Lappland;x
4114;70;77;10;Jokkmokk;
4115;190;17;100;Mazyr;
4116;90;47;20;Odayev;
4117;110;47;110;Bezhetsk;
4118;181;142;0;Munster;x
4119;210;167;140;Sligo;
4120;30;197;10;Kildare;
4121;70;47;50;Ulaid;
4122;170;17;10;Shenkursk;
4123;190;107;20;Birkaland;
4124;110;137;50;Karelia;
4125;210;77;50;Szolnok;
4126;30;107;70;Bacs;
4127;150;137;100;Torda;
4128;70;167;110;Kiralyfold;
4129;10;77;130;Ust-Vym;
4130;10;137;110;Somerset;
4131;130;107;140;Nanbu;
4132;6;255;254;Lake Mweru;
4133;5;235;254;Lake Kivu;
4134;4;215;254;Lake Edward;
4135;3;195;254;Lake Albert;
4136;3;215;254;Lake Zaysan;x
4137;2;195;254;Alakol;x
4138;1;255;254;Issyk Kul;x
4139;6;215;254;Oulujärvi;x
4140;1;0;236;East Finish lakes;x
4141;150;77;110;Ditmarschen;
4142;70;107;130;Aarhus;
4143;110;167;10;Smalenene;
4144;10;197;20;Bratsberg;
4145;130;17;50;Agdesiden;
4146;210;77;70;Idehan Murzuk;
4147;210;17;70;Rostov;
4148;30;47;100;Luki;
4149;190;137;140;Kolding;
4150;90;197;50;Evora;
4151;170;167;20;Kainuu;
4152;50;137;10;Aanaar;
4153;100;12;199;Alps;
4154;30;107;100;Ramlat Rebiana;
4155;190;197;140;Caucasus;
4156;110;17;10;Caucasus;
4157;100;13;138;Alps;
4158;30;167;140;Janjero;
4159;219;32;27;Alps;
4160;219;32;75;Alps;
4161;219;23;172;Alps;
4162;219;32;225;Alps;
4163;50;47;70;Elfsborg;
4164;170;77;100;Dal;
4165;90;107;110;Goinge;
4166;210;137;130;Tioharad;
4167;150;107;100;High Atlas;
4168;10;137;130;Grand Erg Occidental;
4169;130;167;140;Grand Erg Oriental;
4170;130;77;50;Central Greenland;
4171;150;197;10;Abarquh;
4172;70;167;130;Awjila;
4173;70;17;20;Syrmia;
4174;130;197;100;Durres;
4175;148;62;192;Albania;x
4176;190;47;50;Branicevo;
4177;0;224;254;Gulf of Kutch;
4178;1;244;254;Gulf of Mannar;
4179;2;204;254;Gorringe Ridge;
4180;130;137;110;Hyuga;
4181;50;167;130;Higo;
4182;170;197;140;Hizen;
4183;90;17;10;Iwami;
4184;210;47;20;Bizen;
4185;30;77;50;Tango;
4186;150;107;70;Iyo;
4187;70;137;100;Kii;
4188;190;167;110;Shinano;
4189;110;197;130;Sagami;
4190;10;17;140;Shimousa;
4191;130;47;10;Shimotsuke;
4192;50;77;20;Ugo;
4193;170;107;50;Oshima;
4194;90;137;70;Yongping;
4195;210;167;100;Zhending;
4196;30;197;110;Haizhou;
4197;150;17;130;Huangzhou;
4198;70;47;140;Fengxiang;
4199;190;77;10;Tongren;
4200;110;107;20;Hulan;
4201;10;137;50;Jiangzhou;
4202;130;167;70;Taining;
4203;50;197;100;Ju Ud;
4204;170;17;110;Anding;
4205;90;47;130;Nagchu;
4206;210;77;140;Balikul;
4207;30;107;10;Turpan;
4208;150;137;20;Qurqara-usu;
4209;70;167;50;Maralbexi;
4210;200;154;79;Karakoram;x
4211;110;17;100;Dazhou;
4212;10;47;110;Jiazhou;
4213;130;77;130;Luzhou;
4214;50;107;140;Kalar;
4215;170;137;10;Fudali;
4216;90;167;20;Ulch;
4217;210;197;50;Pijin;
4218;30;17;70;Buteha;
4219;150;47;100;Bayan Tumen;
4220;70;77;110;Khiagt;
4221;190;107;130;Dundgovi;
4222;110;137;140;Ulaangom;
4223;190;197;70;Hetao;
4224;1;214;254;Kanto Sea;
4225;2;234;254;Coast of Hokkaido;
4226;3;254;254;North Japan Basin;
4227;60;77;80;West Gyeongsang;x
4228;130;197;20;Naju;
4229;50;17;50;Chungju;
4230;170;47;70;Suwon;
4231;90;77;100;Haeju;
4232;210;107;110;Ganggye;
4233;0;194;254;Bohai Sea;
4234;6;234;254;Eastern Yellow Sea;
4235;7;254;254;Vistula Lagoon;
4236;30;137;130;Trencin;
4237;150;167;140;Olomouc;
4238;70;197;10;Leignitz;
4239;190;17;20;Belgrade;
4240;110;47;50;Fejer;
4241;10;77;70;Wenden;
4242;130;107;100;Ula;
4243;50;137;110;Toropets;
4244;170;167;130;Starodub;
4245;90;197;140;Vyazma;
4246;210;17;10;Mstislav;
4247;30;47;20;Owrucz;
4248;150;77;50;Kashin;
4249;70;107;70;Zubtsov;
4250;190;137;100;Mologa;
4251;110;167;110;Mozhaisk;
4252;10;197;130;Kolomna;
